police_location_id,source_feature_id,object_id,feature_id,name,subtype,type_code,location,ward_code_source,brd_line_no,remarks,working_hours,year_construct,no_of_floors,no_of_rooms,employee_quantity,employee_male,employee_female,employee_disabled,cctv_service,fire_audit,fire_extinguishing_system,structural_audit,ramp_disabled,bathroom_facility,water_tank_capacity,created_date,created_user,last_edited_date,last_edited_user,edu_update_time,edu_update_user,latitude,longitude,source,source_file,verification_status,coordinate_valid
POLICE_122,PS13048900116,122,PS13048900116,Marine Drive Police Station,Station,1,"Dinshaw Vaccha Road, Behind Yashodhan Bldg. In front of C.C.I. Club, Mumbai-400020.",A,22880267,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566298723e+12,DMMASTER,,,18.930164,72.824654,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_123,PS14087600125,123,PS14087600125,J J Marg Police Station,Station,1,"Sir J.J. Hospital Compound, Sir J. J. Road, Byculla, Mumbai - 400008.",E,"23770118, 9702673676",Anil Narayan Madvi  8108000369 jjmargpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566297974e+12,DMMASTER,,,18.962951,72.832324,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_124,PS16215600038,124,PS16215600038,Vakola Police Station,Station,1,"Anand Nagar, Western Highway, Santacruz (E), Mumbai-55.",H/E,"26471306, 26682756",Mahadev Vavhale 9223270816 wakolapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308509e+12,DMMASTER,,,19.080891,72.847748,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_125,PS16196800041,125,PS16196800041,Kherwadi Police Station,Station,1,"Government Colony, Bldg No. 5, Gr floor, Ambedkar Nagar, Bandra (E), Mumbai - 400051.",H/E,26571216,Re- Locate Sujata Patil 9870294939 kherwadipolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308555e+12,DMMASTER,,,19.0658833,72.850105,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_126,PS17212400043,126,PS17212400043,Airport Police Station,Station,1,"Airport Terminal Building, Near Gate no 01, Domestic Airport, CSIA, Mumbai 400099.",K/E,26156921,Babu T. Mukhedkar  9870318197 airportpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308547e+12,DMMASTER,,,19.09408,72.865889,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_127,PS16191900037,127,PS16191900037,Nirmal Nagar Police Station,Station,1,"Jay Prakash Road, Nirmal Nagar, Bandra (East), Mumbai - 400051.",H/E,"26682756, 26471306",Sudhir Sakharam Jambavdekar  9821954272 nirmalnagarpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308487e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.065434,72.844902,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_128,PS16255900054,128,PS16255900054,Andheri Police Station,Station,1,"Sahar Road, Opp. Andheri Railway Station, Vertex Junction, Andheri Kurla Road, Andheri East, Mumbai - 400069.",K/E,26831365,Nandkumar Madhavrao Dhumal 9821593185  ps.andheri.mum@mahapolice.gov.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308633e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.1204984,72.8480663,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_129,PS14267400058,129,PS14267400058,Versova Police Station,Station,1,"Link Road, Near C.D.Barfiwalla School, D.N.Nagar, Andheri (West), Mumbai-400053.",K/W,26365420,Ravindranath L. Pawar 9870433601  versovapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308747e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.1244929,72.8303846,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_130,PS14289900059,130,PS14289900059,Oshiwara Police Station,Station,1,"New Link Road, Opp. Mhada, Oshiwara, Jogeshwari (West), Mumbai.  400047",K/W,26322753,Subhash Khanvilkar  9870221747 oshiwarapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308717e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.1475735,72.8315996,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_131,PS16286400061,131,PS16286400061,Amboli Police Station,Station,1,"Patel Estate Road, Opp. Pushtik Society, Jogeshwari (W), Mumbai-400058.",K/W,26762002,Ramesh Sitaram Khadtare  9870441179 ambolipolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308683e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.1425368,72.8485408,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_132,PS15211900044,132,PS15211900044,Santacruz Police Station,Station,1,"Juhu Tara Road, Linking Road, Opp. Juhu Garden,Santacruz (W), Mumbai-400054.",H/W,26487856,Shantanu Pawar 9892446642 santacruzpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308563e+12,DMMASTER,,,19.084148,72.834816,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_133,PS11000000012,133,PS11000000012,ACP Office,Office,1,"Sahar Road, Opp. Andheri Railway Station, Vertex Junction, Railway Colony, Andheri East, Railway Colony, Andheri East, Mumbai, Maharashtra, 400053",K/E,9969111855,,,,,,,,,,,,,,,,,1.566306188e+12,DMMASTER,1.566306219e+12,DMMASTER,,,19.12056,72.848199,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_134,PS10000010159,134,PS10000010159,Traffic Police Head Office,Control Room,1,"Worli Police Camp, Sir Pochkhanwala Road, Near Hill Top Hotel, Worli, Mumbai - 400018,",G/S,"24954443, 24924734, 24937755",,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566300351e+12,DMMASTER,,,19.0097723,72.8177388,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
